-0.9600, -0.1775
-0.8275, 0.2825
-0.4650, 0.2900
-0.3350, -0.1500
-0.9300, -0.2150
-0.3500, -0.2025
-0.3525, -0.1600
-0.3825, -0.1850
-0.3675, -0.1625
-0.9300, -0.1950
-0.9450, -0.1800
-0.7375, -0.1700
-0.7175, -0.1075
-0.7000, -0.0375
-0.6875, 0.0200
-0.6800, 0.0750
-0.6750, 0.1200
-0.6750, 0.1650
-0.6800, 0.2175
-0.6850, 0.2575
-0.7025, 0.2950
-0.3975, 0.0900
-0.4150, 0.1575
-0.5125, 0.0975
-0.5475, 0.1100
-0.5600, 0.1375
-0.5525, 0.1525
-0.5225, 0.1600
